Name,Price,Time,Location,Product,Etat,Livraison
Renault Sandero Stepway 2016,6 000 000 CFA,18 heures,"Dakar, Sénégal",Voitures,Produit neuf,
Location studio 2pièces -Ngor,175 000 CFA,18 heures,"Ngor, Dakar, Sénégal",Appartements,,
Jeep Grand Cherokee 2016,10 300 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Chevrolet Cruze 2016,6 800 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Table TV avec support TV 4 niveaux,25 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Meubles,,
Table TV,15 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Meubles,,
iPhone 16 -128Go,460 000 CFA,18 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Location magasin 45  - Scat urbam,125 000 CFA,18 heures,"Sicap foire, Dakar, Sénégal",Bureaux & Commerces,,
Jeep Cherokee 2016,7 800 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Iphone 11 64gb,125 000 CFA,18 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Montre Ultra 1,240 000 CFA,18 heures,"Medina, Dakar, Sénégal",Montres connectées & GPS,,disponible
Citroën DS5 2012,3 850 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Séche linge GM 50k,12 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Autres pour la maison,,
Hyundai Sonata 2017,6 600 000 CFA,18 heures,"Damel, Dakar, Sénégal",Voitures,,
Toyota Auris 2010,3 800 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Edge Titanium 2017,9 800 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Location magasin 60m²  - Ngor,225 000 CFA,18 heures,"Ngor, Dakar, Sénégal",Bureaux & Commerces,,
Chevrolet Equinox 2014,3 500 000 CFA,18 heures,"Sicap foire, Dakar, Sénégal",Voitures,,
Location villa R+2 à  Sacré-cœur 3 VDN,1 400 000 CFA,18 heures,"Sacré-Coeur, Dakar, Sénégal",Villas,,
Mitsubishi Outlander 2017,12 000 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Land Rover Velar Dynamic 2018,28 500 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Ford Escape 2020,6 800 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Ford  Edge 2019,12 500 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Samsung S23 128gb,235 000 CFA,18 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Mercedes-benz GLE 350 AMG 2021,40 500 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Doogee  V20s,125 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
Kia  Sorento   2010,3 300 000 CFA,18 heures,"Guediawaye, Dakar, Sénégal",Voitures,,
Pixel 9 128gb,350 000 CFA,18 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Airpods pro 1 type C,110 000 CFA,18 heures,"Medina, Dakar, Sénégal","Son, Hifi & Casques",,disponible
Robe brodé coton,15 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vêtements Femme,,
Apple watch S10 46mm,250 000 CFA,18 heures,"Medina, Dakar, Sénégal",Montres connectées & GPS,,disponible
Écouteurs Iphone 15-16,20 000 CFA,18 heures,"Medina, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Citroën C4 2015,3 500 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Dacia  Lodgy  2017,6 000 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Kuga Titanium 2016,6 999 999 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Citroën C4 2016,6 800 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
TV smart Sharp android 32 full options,79 900 CFA,18 heures,"Ouakam, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
BMW X5 M 2024,75 000 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,Produit neuf,
Renault QM6 2017,11 800 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford  Escape  2014,4 000 000 CFA,18 heures,"Guediawaye, Dakar, Sénégal",Voitures,,
Dell Lattitude 3190,110 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Ipad pro 6e génération m2,580 000 CFA,"Medina, Dakar, Sénégal",Téléphones & Tablettes,"Medina, Dakar, Sénégal",,disponible
Ipad  A16,350 000 CFA,18 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 12 pro max 128gb,260 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Nissan Rogue 2014,4 900 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Robe,10 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vêtements Femme,,
Kia Optima 2012,4 000 000 CFA,18 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Hyundai  Tucson 2017,11 500 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Samsung Fold 5 512gb,560 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Housse fauteuil 7 places,30 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Meubles,,
Samsung Fold 4 256gb,385 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Ventilateur Calus fan 03,11 500 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Cuisiniere inox  4 feux Roch,124 900 CFA,18 heures,"Ouakam, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Toyota CHR hybride 2018,12 500 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Hyundai Santa fe Sport 2014,6 300 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,Produit neuf,
BMW  328 M 2013,5 200 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,"Mermoz-Sacré Coeur, Dakar, Sénégal",,
Robe,10 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vêtements Femme,,
Refrigérateur Astech 3tiroirs 180l a+,159 900 CFA,18 heures,"Ouakam, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Dialaba,25 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vêtements Homme,,
Iphone 11 pro 64gb,225 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Google Pixel 6 128gb,140 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Lenovo Yoga,110 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Promo Robe,12 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vêtements Femme,,
Lenovo Yoga book yb1,110 000 CFA,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,"Dakar Plateau, Dakar, Sénégal",Produit neuf,disponible
Hyundai Sonata 2012,2 750 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Nikon Z30 4k UHD 2 objectifs 16-50mm et 50-250mm,500 000 CFA,18 heures,"Dieuppeul-Derklé, Dakar, Sénégal",Appareils photos et Caméras,,disponible
HP Elitebook 1040 G7,330 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Iphone 14 Pro max 128gb,425 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Pince d'électricien dénudeur multifonctionnelle,8 000 CFA,18 heures,"Parcelle Assainies, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,disponible
Ford  Focus  2012,2 770 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Escape Titanium 2014,3 700 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Iphone 11 64gb,130 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 13 pro 256gb,270 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 14 pro max 256gb,450 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 12 64gb,150 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Table basse VIP,35 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Meubles,,
Samsung Z Fold 3,255 000 CFA,18 heures,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Ventilateur Calus fan 06,13 500 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
LG L-03K Q7,35 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Congelateur  Astech  600l,319 900 CFA,18 heures,"Ouakam, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Ventilateur Calus fan 5,12 500 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Peugeot 3008 2021,18 500 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Voitures,,
Renault Clio 2015,3 800 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Trepied girafes pour softbox lumière,60 000 CFA,18 heures,"Dakar, Sénégal",Appareils photos et Caméras,Produit neuf,disponible
Iphone 11 128gb,140 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 11 Pro Max 256gb,197 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 13 128gb,195 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 12 pro max 256gb,275 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
HP Folio 1040  G2,150 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
téléphone M-horse,60 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
HP Elitebook 835 G8,260 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Glacier Alborz 3 pièces,20 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vaisselle,,
Box Plastique 65L 45L 30L,10 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Vaisselle,,
Dell L’attitude 5420,220 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Lenovo thinkpad X1 garbon,320 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Iphone 14 Pro,425 000 CFA,19 heures,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
HP Pavillon x360,230 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Iphone 11 Pro max 64gb,185 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Machine à laver Hisense 10.5kg inverter avec wifi,279 900 CFA,"Ouakam, Dakar, Sénégal",Machine à laver vaisselles & linges,"Ouakam, Dakar, Sénégal",Produit neuf,disponible
Samsung Galaxy Z Fold 3,300 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
HP Spectre pro x360,165 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 11 pro max 64gb,185 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 13 pro max 128gb,310 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 12 pro 128gb,197 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Terrains 200  - Mamelles,112 000 000 CFA,19 heures,"Mamelles, Dakar, Sénégal",Terrains,,
Miroir grand modèle,10 000 CFA,19 heures,"Colobane, Dakar, Sénégal",Meubles,,
Jeep Compass 2017,12 500 000 CFA,19 heures,"Colobane, Dakar, Sénégal",Voitures,,
Iphone 12 Pro max 128gb,250 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Mini ventilateur Calus fan 2,12 500 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Samsung Galaxy M33 5G,85 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 13 pro 128gb,250 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Surface laptop 3,230 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Location appartements meublés 1 pièces - Dakar,30 000 CFA,19 heures,"Dakar, Sénégal",Appartements meublés,,
Écouteurs bluetooth SENS,12 500 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Hyundai Tucson  2016,9 900 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
Écouteurs bluetooth SENS 69,12 500 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Écouteurs bluetooth Itel,7 500 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Mazda 3 2017,5 700 000 CFA,19 heures,"Dakar, Sénégal",Voitures,,
Penderie double barre avec étagère,17 000 CFA,19 heures,"Colobane, Dakar, Sénégal",Meubles,,
Location appartements meublés 2 pièces - Dakar,35 000 CFA,19 heures,"Dakar, Sénégal",Appartements meublés,,
Suzuki  Ciaz 2017,4 700 000 CFA,19 heures,"Fass, Dakar, Sénégal",Voitures,,
Mitsubishi  L200 2019,8 500 000 CFA,19 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Adaptateur micro HDMI  vers vga on earz mobile gear noir,2 000 CFA,19 heures,"Patte d'oie, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Jouet puzzle 3D harry potter : farces pour sorciers,6 000 CFA,19 heures,"Patte d'oie, Dakar, Sénégal",Jeux et Jouets,Produit neuf,disponible
Mazda CX-5 2017,10 900 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
Samsung Galaxy S23 ultra,320 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Iphone 11 pro 256gb,165 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 11 pro 64gb,145 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Toyota Land Cruiser 2016,36 500 000 CFA,19 heures,"Colobane, Dakar, Sénégal",Voitures,,
Location villas 7 pièces - Almadies,2 500 000 CFA,19 heures,"Almadies, Dakar, Sénégal",Villas,,
Dell l Lattitude 5420,220 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Robot patissier 3 en 1,75 000 CFA,19 heures,"Ouest Foire, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Tecno Camon 30,125 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone XR 64gb,98 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Téléphone M-horse,50 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 12 64go,120 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Iphone XR 64go,80 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Nissan Rogue 2009,3 300 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Voitures,,
Iphone 11 pro 64go,115 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Sony Xperia 5 mark 2 5G,79 900 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
TCL 20L Plus,80 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
Cadillac ATS  2017,8 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Land Rover Discovery 2018,13 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Location appartements meublés 3 pièces - Dakar,40 000 CFA,19 heures,"Dakar, Sénégal",Appartements meublés,,
Mitsubishi L200 2019,9 500 000 CFA,19 heures,"Mbao, Dakar, Sénégal",Voitures,,
Tablette Atouch,60 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Petit coffre en métal avec clé,20 000 CFA,19 heures,"Ouest Foire, Dakar, Sénégal",Matériel Marchés & Commerces,Produit neuf,disponible
Ford Edge Titanium 2016,6 400 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
Iphone Xr 64gb,105 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Kia  Optima EX 2017,6 500 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
BMW  X6M 2014,11 999 999 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Hyundai Tucson 2017,7 700 000 CFA,19 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Dell l’attitude 5420,220 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Peugeot 508 2013,1 800 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Voitures,,
Dacia  Sandero 2009,1 500 000 CFA,19 heures,"Fass, Dakar, Sénégal",Voitures,,
Mercedes GLC 300 2016,12 500 000 CFA,19 heures,"Dieuppeul-Derklé, Dakar, Sénégal",Voitures,,
Samsung Galaxy Z Fold 3,270 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai  Elantra 2017,6 500 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Location studio meublé 2 pièces - Amitié,50 000 CFA,19 heures,"Point E, Dakar, Sénégal",Appartements meublés,,
Dell  L’attitude 5420,220 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 208 2018,6 000 000 CFA,19 heures,"Fass, Dakar, Sénégal",Voitures,,
Jeep Grand Cherokee 2018,14 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Bmw série 5 X Drive  2016,8 500 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
Hyundai Tucson 2017,9 800 000 CFA,19 heures,"Damel, Dakar, Sénégal",Voitures,,
HP Gamer i7 8th gen ordinateur portable,165 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Asus gamer i3,85 000 CFA,19 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Toyota Rav4 2016,14 000 000 CFA,19 heures,"Sacré-Coeur, Dakar, Sénégal",Voitures,,
PC Macbook Air M2 2023 15p 8Go 256Go,495 000 CFA,19 heures,"Dieuppeul-Derklé, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Vente villas 11 pièces à Keur Massar,40 000 000 CFA,19 heures,"Keur Massar, Sénégal",Villas,,
Vente villas 3 pièces à Keur Massar,45 000 000 CFA,19 heures,"Keur Massar, Sénégal",Villas,,
Iphone 11 64gb,125 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 308 2014,4 300 000 CFA,19 heures,"Mbao, Dakar, Sénégal",Voitures,,
Location villas 8 pièces - Almadies,2 500 000 CFA,19 heures,"Almadies, Dakar, Sénégal",Villas,,
Mazda CX-5 2016,9 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
BMW X3 2017,13 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Peugeot 308 2016,4 650 000 CFA,19 heures,"Mbao, Dakar, Sénégal",Voitures,,
Défroisseur à vapeur verticale,25 000 CFA,19 heures,"Ouest Foire, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Samsung Galaxy A26 5G,155 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Réfrigérateur Astech 3tiroirs 180l a+,159 900 CFA,19 heures,"Ouakam, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Iphone 11 Pro max 256gb,230 000 CFA,19 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy A05,52 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy E42 5G wide 5,80 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy A36 5G,180 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
HP Laptop 15-fd0xxx core i3 de 14th génération disque ssd 512go Ram 8go,185 000 CFA,19 heures,"Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Mega Gamer MSI RAIDERS I9 - RTX 4090,Prix sur demande,"Dakar, Sénégal",Ordinateurs,"Dakar, Sénégal",Produit neuf,disponible
Chevrolet Cruze 2017,6 300 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Nissan Rogue 2017,8 000 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Jeep Grand Cherokee 2018,14 000 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Kia Carnival 2017,11 500 000 CFA,19 heures,"Grand Yoff, Dakar, Sénégal",Voitures,,
BMW X3 2017,12 500 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Terrains 100m²  à Mermoz-Sacré coeur,80 000 000 CFA,19 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Terrains,,
